"year";"plot";"sp.guild";"guilds";"intraguild.type";"species";"diagonal_dominance";"avg_intraguild_niche_overlap";"avg_interguild_niche_overlap";"total_intraguild_niche_overlap";"total_interguild_niche_overlap";"in_degree";"out_degree"
2019;1;"plants";"plants";"mean_field";"BEMA";-0,0317460317460318;0,578947368421052;NA;7,52631578947368;NA;13;13
2019;1;"plants";"plants";"mean_field";"CETE";-0,0317460317460318;0,578947368421052;NA;7,52631578947368;NA;13;13
2019;1;"plants";"plants";"mean_field";"CHFU";-0,0317460317460318;0,578947368421052;NA;7,52631578947368;NA;13;13
2019;1;"plants";"plants";"mean_field";"CHMI";-0,0317460317460318;0,578947368421052;NA;7,52631578947368;NA;13;13
2019;1;"plants";"plants";"mean_field";"HOMA";-0,0317460317460318;0,578947368421052;NA;7,52631578947368;NA;13;13
2019;1;"plants";"plants";"mean_field";"LEMA";-0,0317460317460318;0,578947368421052;NA;7,52631578947368;NA;13;13
2019;1;"plants";"plants";"mean_field";"MESP";-0,0317460317460318;0,578947368421052;NA;7,52631578947368;NA;13;13
2019;1;"plants";"plants";"mean_field";"PAIN";-0,0317460317460318;0,578947368421052;NA;7,52631578947368;NA;13;13
2019;1;"plants";"plants";"mean_field";"PLCO";-0,0317460317460318;0,578947368421053;NA;7,52631578947368;NA;13;13
2019;1;"plants";"plants";"mean_field";"POMA";-0,0317460317460318;0,578947368421053;NA;7,52631578947368;NA;13;13
2019;1;"plants";"plants";"mean_field";"PUPA";-0,0317460317460318;0,578947368421053;NA;7,52631578947368;NA;13;13
2019;1;"plants";"plants";"mean_field";"SASO";-0,0317460317460318;0,578947368421053;NA;7,52631578947368;NA;13;13
2019;1;"plants";"plants";"mean_field";"SCLA";-0,0317460317460318;0,578947368421053;NA;7,52631578947368;NA;13;13
2019;1;"plants";"plants";"mean_field";"SOAS";-0,0317460317460318;0,578947368421053;NA;7,52631578947368;NA;13;13
2019;1;"floral visitors";"floral visitors";"mean_field";"Andrena_cinerea";-0,0285714285714286;0,529411764705882;NA;4,76470588235294;NA;9;9
2019;1;"floral visitors";"floral visitors";"mean_field";"Colias_croceus";-0,0285714285714286;0,529411764705882;NA;4,76470588235294;NA;9;9
2019;1;"floral visitors";"floral visitors";"mean_field";"Dilophus_spp";-0,0285714285714286;0,529411764705882;NA;4,76470588235294;NA;9;9
2019;1;"floral visitors";"floral visitors";"mean_field";"Empis_tesellata";-0,0285714285714286;0,529411764705882;NA;4,76470588235294;NA;9;9
2019;1;"floral visitors";"floral visitors";"mean_field";"Eupeodes_corollae";-0,0285714285714286;0,529411764705882;NA;4,76470588235294;NA;9;9
2019;1;"floral visitors";"floral visitors";"mean_field";"Melanopangonius_spp";-0,0285714285714286;0,529411764705882;NA;4,76470588235294;NA;9;9
2019;1;"floral visitors";"floral visitors";"mean_field";"Musca_spp";-0,0285714285714286;0,529411764705882;NA;4,76470588235294;NA;9;9
